,Area,Bairro,CEP,Cidade,DataAtualizacaoHumanizada,Endereco,Estado,FormatarSubTipoImovel,FormatarSubTipoOferta,Latitude,Longitude,PrecoCondominio,QuantidadeQuartos,QuantidadeSuites,QuantidadeVagas,SubTipo,SubTipoOferta,Tipo,UrlFicha,Valor,ValorIPTU,DataAtualizacaoEmDias,PrecoPorMetro
184,129,Dom Bosco,88307010,Itajaí,há 17 dias,Rua Lico Amaral,SC,APARTAMENTO EM DOM BOSCO,Apartamento em Dom BoscoApartamento em Dom Bosco para aluguel,-26.9193457,-48.6729549,438.0,2,2,1,2,Apartamento em Dom Bosco,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos--d-bosco-itajai-sc-129m2-id-2449172312?paginaoferta=94,1600.0,63.0,17,12.4031007751938
185,72,São Judas,88303320,Itajaí,há 11 dias,Rua Gaspar,SC,APARTAMENTO EM SÃO JUDAS,Apartamento em São JudasApartamento em São Judas para aluguel,-26.9103923,-48.6769238,330.0,2,1,1,2,Apartamento em São Judas,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos--s-judas-itajai-sc-72m2-id-2449435485?paginaoferta=94,1400.0,62.0,11,19.444444444444443
186,128,Cordeiros,88311200,Itajaí,há 3 dias,Rua Vereador Telêmaco de Oliveira,SC,CASA EM CORDEIROS,Casa em CordeirosCasa em Cordeiros para aluguel,-26.886437,-48.701247,0.0,3,1,2,1,Casa em Cordeiros,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-3-quartos-com-churrasqueira-cordeiros-itajai-sc-128m2-id-2454250789?paginaoferta=97,2500.0,44.0,3,19.53125
187,65,Cidade Nova,88308600,Itajaí,ontem,Avenida Ministro Luiz Gallotti,SC,CASA DE CONDOMÍNIO EM CIDADE NOVA,Casa de Condomínio em Cidade NovaCasa de Condomínio em Cidade Nova para aluguel,-26.918919,-48.705397,160.0,3,0,2,1,Casa de Condomínio em Cidade Nova,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-de-condominio-3-quartos-com-churrasqueira-cid-nova-itajai-sc-65m2-id-2456375184?paginaoferta=97,1350.0,21.0,1,20.76923076923077
188,53,Centro,88301350,Itajaí,ontem,Rua Doutor José Bonifácio Malburg,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9055814,-48.6604217,300.0,1,0,1,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-centro-itajai-sc-53m2-id-2456375186?paginaoferta=98,1600.0,0.0,1,30.18867924528302
189,1500,Cordeiros,88310400,Itajaí,há 17 dias,Rua Nossa Senhora de Fátima,SC,GALPÃO/DEPÓSITO/ARMAZÉM EM CORDEIROS,Galpão/Depósito/Armazém em CordeirosGalpão/Depósito/Armazém em Cordeiros para aluguel,-26.8904891,-48.6988098,0.0,0,0,4,1,Galpão/Depósito/Armazém em Cordeiros,1,"http://www.zapimoveis.com.br/imovel/aluguel-galpao-deposito-armazem--cordeiros-itajai-sc-1,500m2-id-2218665662?paginaoferta=87",17000.0,0.0,17,11.333333333333334
190,52,São Judas,88303430,Itajaí,há 2 dias,Rua Antônio Adão Dias,SC,APARTAMENTO EM SÃO JUDAS,Apartamento em São JudasApartamento em São Judas para aluguel,-26.9110645,-48.6813562,0.0,2,0,1,1,Apartamento em São Judas,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-s-judas-itajai-sc-52m2-id-2456198722?paginaoferta=87,1400.0,0.0,2,26.923076923076923
191,106,Ressacada,88307390,Itajaí,há 2 dias,Rua Vereador Abílio Otávio do Canto,SC,APARTAMENTO EM RESSACADA,Apartamento em RessacadaApartamento em Ressacada para aluguel,-26.9289837,-48.6736168,590.0,2,1,1,1,Apartamento em Ressacada,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-ressacada-itajai-sc-106m2-id-2456213277?paginaoferta=83,2500.0,55.0,2,23.58490566037736
192,70,Vila Operária,88303230,Itajaí,há 5 dias,Rua Duque de Caxias,SC,APARTAMENTO EM VILA OPERÁRIA,Apartamento em Vila OperáriaApartamento em Vila Operária para aluguel,-26.9084756,-48.6729932,198.0,2,1,2,1,Apartamento em Vila Operária,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-vl-operaria-itajai-sc-70m2-id-2451522198?paginaoferta=83,1800.0,0.0,5,25.714285714285715
193,12,Fazenda,88301203,Itajaí,há 17 dias,Avenida Sete de Setembro,SC,CONJUNTO COMERCIAL/SALA EM FAZENDA,Conjunto Comercial/Sala em FazendaConjunto Comercial/Sala em Fazenda para aluguel,-26.9128452,-48.6568283,0.0,0,0,0,1,Conjunto Comercial/Sala em Fazenda,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-fazenda-itajai-sc-12m2-id-2452034875?paginaoferta=83,850.0,0.0,17,70.83333333333333
194,30,Centro,88301425,Itajaí,há 17 dias,Rua Manoel Vieira Garção,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9051712,-48.6569059,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-itajai-sc-30m2-id-2452033509?paginaoferta=83,1100.0,0.0,17,36.666666666666664
195,55,Dom Bosco,88307030,Itajaí,ontem,Rua Aristides Francisco Palumbo,SC,APARTAMENTO EM DOM BOSCO,Apartamento em Dom BoscoApartamento em Dom Bosco para aluguel,-26.9188265,-48.6746079,0.0,1,0,0,1,Apartamento em Dom Bosco,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto--d-bosco-itajai-sc-55m2-id-2450383086?paginaoferta=138,1200.0,0.0,1,21.818181818181817
196,50,Cidade Nova,88308050,Itajaí,há 8 dias,Rua dos Jasmins,SC,CASA EM CIDADE NOVA,Casa em Cidade NovaCasa em Cidade Nova para aluguel,-26.9171533,-48.6896529,0.0,3,0,0,1,Casa em Cidade Nova,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-3-quartos-cid-nova-itajai-sc-50m2-id-2453959341?paginaoferta=139,1000.0,0.0,8,20.0
197,30,Centro,88301300,Itajaí,há 17 dias,Avenida Coronel Marcos Konder,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.909829,-48.6606765,250.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala--centro-itajai-sc-30m2-id-2215635781?paginaoferta=4,1050.0,46.0,17,35.0
198,65,Barra do Rio,88305530,Itajaí,há 17 dias,Rua Luiz José Bento da Silva,SC,APARTAMENTO EM BARRA DO RIO,Apartamento em Barra do RioApartamento em Barra do Rio para aluguel,-26.888995,-48.680818,0.0,2,1,1,1,Apartamento em Barra do Rio,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-barra-do-rio-itajai-sc-65m2-id-2452297674?paginaoferta=4,1500.0,0.0,17,23.076923076923077
199,65,Murta,88311290,Itajaí,há 17 dias,Rua Alberto Buchele,SC,CONJUNTO COMERCIAL/SALA EM MURTA,Conjunto Comercial/Sala em MurtaConjunto Comercial/Sala em Murta para aluguel,-26.8782866,-48.700476,0.0,0,0,1,1,Conjunto Comercial/Sala em Murta,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-murta-itajai-sc-65m2-id-2452033508?paginaoferta=125,750.0,0.0,17,11.538461538461538
200,50,Fazenda,88302210,Itajaí,ontem,Rua Júlio Willerding,SC,APARTAMENTO EM FAZENDA,Apartamento em FazendaApartamento em Fazenda para aluguel,-26.913583,-48.660525,0.0,1,0,1,1,Apartamento em Fazenda,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-fazenda-itajai-sc-50m2-id-2452034579?paginaoferta=125,1050.0,0.0,1,21.0
201,80,São João,88304100,Itajaí,ontem,Rua Heitor Liberato,SC,APARTAMENTO EM SÃO JOÃO,Apartamento em São JoãoApartamento em São João para aluguel,-26.9089983,-48.6800022,250.0,2,1,1,1,Apartamento em São João,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-s-joao-itajai-sc-80m2-id-2456054749?paginaoferta=116,1250.0,35.0,1,15.625
202,54,São João,88304440,Itajaí,há 8 dias,Rua Rodolfo Treder,SC,APARTAMENTO EM SÃO JOÃO,Apartamento em São JoãoApartamento em São João para aluguel,-26.9001209,-48.6817318,170.0,2,0,1,1,Apartamento em São João,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos--s-joao-itajai-sc-54m2-id-2452480416?paginaoferta=116,1300.0,0.0,8,24.074074074074073
203,55,Espinheiros,88317200,Itajaí,ontem,Rua Fermino Vieira Cordeiro,SC,APARTAMENTO EM ESPINHEIROS,Apartamento em EspinheirosApartamento em Espinheiros para aluguel,-26.8961829,-48.7308259,0.0,2,0,1,1,Apartamento em Espinheiros,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-espinheiros-itajai-sc-55m2-id-2455459286?paginaoferta=128,900.0,0.0,1,16.363636363636363
204,250,São Vicente,88309201,Itajaí,há 11 dias,Rua Estefano José Vanolli,SC,CONJUNTO COMERCIAL/SALA EM SÃO VICENTE,Conjunto Comercial/Sala em São VicenteConjunto Comercial/Sala em São Vicente para aluguel,-26.8993386,-48.6888869,0.0,0,0,0,1,Conjunto Comercial/Sala em São Vicente,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala--s-vicente-itajai-sc-250m2-id-2453268888?paginaoferta=128,5000.0,0.0,11,20.0
205,400,Dom Bosco,,Itajaí,há 17 dias,Indaial,SC,LOJA/SALÃO EM DOM BOSCO,Loja/Salão em Dom BoscoLoja/Salão em Dom Bosco para aluguel,0.0,0.0,0.0,0,0,0,1,Loja/Salão em Dom Bosco,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao--d-bosco-itajai-sc-400m2-id-2447290890?paginaoferta=114,20000.0,1023.0,17,50.0
206,40,Centro,88302201,Itajaí,há 18 dias,Rua Uruguai,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,-26.9111031,-48.6625055,285.0,0,0,1,1,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao-centro-itajai-sc-40m2-id-2447793675?paginaoferta=115,1666.0,0.0,18,41.65
207,0,Itaipava,88318112,Itajaí,há 17 dias,Rodovia Antônio Heil,SC,TERRENO PADRÃO EM ITAIPAVA,Terreno Padrão em ItaipavaTerreno Padrão em Itaipava para aluguel,-26.9441526,-48.7162496,0.0,0,0,0,1,Terreno Padrão em Itaipava,1,http://www.zapimoveis.com.br/imovel/aluguel-terreno-padrao-itaipava-itajai-sc-id-2214315517?paginaoferta=104,9000.0,260.0,17,inf
208,380,Centro,88301203,Itajaí,há 17 dias,Avenida Sete de Setembro,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,-26.9140138,-48.6561306,0.0,0,0,0,2,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao--centro-itajai-sc-380m2-id-2451564709?paginaoferta=104,10000.0,0.0,17,26.31578947368421
209,50,Praia Brava,,Itajaí,há 4 meses,,SC,CONJUNTO COMERCIAL/SALA EM PRAIA BRAVA,Conjunto Comercial/Sala em Praia BravaConjunto Comercial/Sala em Praia Brava para aluguel,-26.9532541,-48.6312964,0.0,0,0,0,1,Conjunto Comercial/Sala em Praia Brava,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala--praia-brava-itajai-sc-50m2-id-2443323918?paginaoferta=104,2200.0,0.0,120,44.0
210,226,Praia Brava de Itajaí,88306806,Itajaí,há 17 dias,Rua Delfim Mário Pádua Peixoto,SC,APARTAMENTO EM PRAIA BRAVA DE ITAJAÍ,Apartamento em Praia Brava de ItajaíApartamento em Praia Brava de Itajaí para aluguel,-26.9444621,-48.6311154,0.0,4,4,4,1,Apartamento em Praia Brava de Itajaí,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-praia-brava-de-itajai-itajai-sc-226m2-id-2452136784?paginaoferta=104,15000.0,0.0,17,66.3716814159292
211,72,Centro,88302202,Itajaí,ontem,Rua Uruguai,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9132856,-48.6613355,301.0,2,0,0,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-centro-itajai-sc-72m2-id-2444920250?paginaoferta=96,1100.0,0.0,1,15.277777777777779
212,36,Centro,88301902,Itajaí,há 18 dias,Avenida Coronel Marcos Konder,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,-26.9069996,-48.6615384,359.0,0,0,1,1,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao-centro-itajai-sc-36m2-id-2444918048?paginaoferta=96,1500.0,0.0,18,41.666666666666664
213,62,São Judas,88303320,Itajaí,há 10 dias,Rua Gaspar,SC,APARTAMENTO EM SÃO JUDAS,Apartamento em São JudasApartamento em São Judas para aluguel,-26.9096252,-48.6754681,251.0,2,0,1,1,Apartamento em São Judas,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos--s-judas-itajai-sc-62m2-id-2455240021?paginaoferta=96,1450.0,0.0,10,23.387096774193548
214,70,Praia Brava,88306003,Itajaí,ontem,Avenida Osvaldo Reis,SC,APARTAMENTO EM PRAIA BRAVA,Apartamento em Praia BravaApartamento em Praia Brava para aluguel,-26.9398695,-48.6415507,397.0,2,0,1,1,Apartamento em Praia Brava,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-praia-brava-itajai-sc-70m2-id-2454527303?paginaoferta=94,2000.0,63.0,1,28.571428571428573
215,0,Ressacada,88307302,Itajaí,há 17 dias,Avenida Vereador Abrahão João Francisco,SC,TERRENO PADRÃO EM RESSACADA,Terreno Padrão em RessacadaTerreno Padrão em Ressacada para aluguel,-26.9282423,-48.6829766,0.0,0,0,0,2,Terreno Padrão em Ressacada,1,http://www.zapimoveis.com.br/imovel/aluguel-terreno-padrao-ressacada-itajai-sc-id-2449435484?paginaoferta=95,4500.0,0.0,17,inf
216,200,São João,88304070,Itajaí,há 17 dias,Rua Benjamin Franklin Pereira,SC,CASA COMERCIAL EM SÃO JOÃO,Casa Comercial em São JoãoCasa Comercial em São João para aluguel,-26.9029964,-48.6709023,0.0,0,0,2,5,Casa Comercial em São João,1,http://www.zapimoveis.com.br/imovel/venda-casa-comercial--s-joao-itajai-sc-200m2-id-2180915486?paginaoferta=98,2800.0,0.0,17,14.0
217,90,Cordeiros,,Itajaí,ontem,Rua Vereador Nestor dos Santos,SC,CASA EM CORDEIROS,Casa em CordeirosCasa em Cordeiros para aluguel,0.0,0.0,0.0,2,0,2,2,Casa em Cordeiros,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-2-quartos-cordeiros-itajai-sc-90m2-id-2450691175?paginaoferta=98,1300.0,0.0,1,14.444444444444445
218,37,Centro,88302202,Itajaí,há 13 dias,Rua Uruguai,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,-26.9110413,-48.662782,275.0,0,0,1,1,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao-centro-itajai-sc-37m2-id-2444921688?paginaoferta=87,1100.0,0.0,13,29.72972972972973
219,27,Centro,88301030,Itajaí,há 18 dias,Rua Doutor Pedro Ferreira,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,-26.9039424,-48.6573037,150.0,0,0,0,1,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao-centro-itajai-sc-27m2-id-2444921407?paginaoferta=88,800.0,0.0,18,29.62962962962963
220,40,Praia Brava,,Itajaí,há 1 mês,,SC,LOFT EM PRAIA BRAVA,Loft em Praia BravaLoft em Praia Brava para aluguel,-26.9532541,-48.6312964,0.0,1,0,1,2,Loft em Praia Brava,1,http://www.zapimoveis.com.br/imovel/aluguel-loft-1-quarto-praia-brava-itajai-sc-40m2-id-2437925092?paginaoferta=83,1250.0,0.0,30,31.25
221,35,Centro,88301320,Itajaí,há 17 dias,Rua Samuel Heusi,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,-26.9053113,-48.6614242,340.0,0,0,1,1,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao--centro-itajai-sc-35m2-id-2454079478?paginaoferta=83,1300.0,0.0,17,37.142857142857146
222,50,São João,88304070,Itajaí,há 8 meses,Rua Benjamin Franklin Pereira,SC,CONJUNTO COMERCIAL/SALA EM SÃO JOÃO,Conjunto Comercial/Sala em São JoãoConjunto Comercial/Sala em São João para aluguel,-26.9017392,-48.6696848,0.0,0,0,0,1,Conjunto Comercial/Sala em São João,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-s-joao-itajai-sc-50m2-id-2172255534?paginaoferta=83,1100.0,0.0,240,22.0
223,328,Centro,88301060,Itajaí,há 17 dias,Rua Dagoberto Nogueira,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9067448,-48.6586577,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-itajai-sc-328m2-id-2452033992?paginaoferta=83,12000.0,0.0,17,36.58536585365854
224,75,São Vicente,88312400,Itajaí,há 17 dias,Avenida Nilo Bittencourt,SC,CONJUNTO COMERCIAL/SALA EM SÃO VICENTE,Conjunto Comercial/Sala em São VicenteConjunto Comercial/Sala em São Vicente para aluguel,-26.9088017,-48.7049574,0.0,0,0,0,1,Conjunto Comercial/Sala em São Vicente,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-s-vicente-itajai-sc-75m2-id-2452033985?paginaoferta=139,2500.0,0.0,17,33.333333333333336
225,160,Cordeiros,,Itajaí,ontem,Selso Duarte Moreira,SC,CASA EM CORDEIROS,Casa em CordeirosCasa em Cordeiros para aluguel,0.0,0.0,0.0,4,1,1,1,Casa em Cordeiros,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-4-quartos-cordeiros-itajai-sc-160m2-id-2456358177?paginaoferta=139,1800.0,46.0,1,11.25
226,57,São Vicente,88309301,Itajaí,há 2 dias,Rua Otávio Cesário Pereira,SC,APARTAMENTO EM SÃO VICENTE,Apartamento em São VicenteApartamento em São Vicente para aluguel,-26.904829,-48.69107,230.0,2,0,0,1,Apartamento em São Vicente,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-s-vicente-itajai-sc-57m2-id-2447157133?paginaoferta=4,790.0,0.0,2,13.859649122807017
227,76,Praia Brava de Itajaí,88306790,Itajaí,ontem,Rua Suécia,SC,APARTAMENTO EM PRAIA BRAVA DE ITAJAÍ,Apartamento em Praia Brava de ItajaíApartamento em Praia Brava de Itajaí para aluguel,-26.9549628,-48.6424611,0.0,2,0,1,1,Apartamento em Praia Brava de Itajaí,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-praia-brava-de-itajai-itajai-sc-76m2-id-2452034977?paginaoferta=126,1700.0,0.0,1,22.36842105263158
228,30,Centro,88301901,Itajaí,há 17 dias,Rua Doutor Pedro Ferreira,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9039424,-48.6573037,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-itajai-sc-30m2-id-2452034682?paginaoferta=126,900.0,0.0,17,30.0
229,27,Centro,88307320,Itajaí,há 6 dias,Rua Pedro Pereira Mafra,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9245741,-48.6760077,215.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala--centro-itajai-sc-27m2-id-2212415489?paginaoferta=116,550.0,20.0,6,20.37037037037037
230,61,Praia Brava,88306001,Itajaí,há 17 dias,Avenida Osvaldo Reis,SC,CONJUNTO COMERCIAL/SALA EM PRAIA BRAVA,Conjunto Comercial/Sala em Praia BravaConjunto Comercial/Sala em Praia Brava para aluguel,-26.9368005,-48.6420746,600.0,0,0,1,5,Conjunto Comercial/Sala em Praia Brava,1,http://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-praia-brava-itajai-sc-61m2-id-2437504105?paginaoferta=116,3000.0,0.0,17,49.18032786885246
231,40,Centro,88301320,Itajaí,há 17 dias,Rua Samuel Heusi,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9032293,-48.6584903,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-itajai-sc-40m2-id-2213385649?paginaoferta=128,1000.0,0.0,17,25.0
232,86,Centro,88303000,Itajaí,há 7 dias,Rua Brusque,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9118372,-48.6662348,0.0,2,0,1,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-centro-itajai-sc-86m2-id-2454355121?paginaoferta=129,1500.0,0.0,7,17.441860465116278
233,113,Cabeçudas,88306460,Itajaí,ontem,Rua Cônsul Carlos Renaux,SC,APARTAMENTO EM CABEÇUDAS,Apartamento em CabeçudasApartamento em Cabeçudas para aluguel,-26.9268005,-48.6356485,560.0,3,3,2,1,Apartamento em Cabeçudas,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-churrasqueira-cabecudas-itajai-sc-113m2-id-2451016079?paginaoferta=115,3000.0,700.0,1,26.548672566371682
234,43,Centro,88302201,Itajaí,há 17 dias,Rua Uruguai,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9110413,-48.662782,281.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-itajai-sc-43m2-id-2233405674?paginaoferta=115,1300.0,0.0,17,30.232558139534884
235,160,Fazenda,88301451,Itajaí,há 17 dias,Rua Camboriú,SC,CASA COMERCIAL EM FAZENDA,Casa Comercial em FazendaCasa Comercial em Fazenda para aluguel,-26.9126638,-48.6562966,0.0,0,0,0,1,Casa Comercial em Fazenda,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-comercial-fazenda-itajai-sc-160m2-id-2442648584?paginaoferta=104,5000.0,121.0,17,31.25
236,96,Centro,88301410,Itajaí,há 9 dias,Rua Joinville,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9093587,-49.0817005,542.0,3,3,2,5,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-itajai-sc-96m2-id-2188525485?paginaoferta=104,2600.0,0.0,9,27.083333333333332
237,11,São João,,Itajaí,há 11 dias,,SC,CASA EM SÃO JOÃO,Casa em São JoãoCasa em São João para aluguel,-26.9105564,-48.6709919,0.0,3,1,1,1,Casa em São João,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-3-quartos-s-joao-itajai-sc-11m2-id-2455151246?paginaoferta=105,1960.0,0.0,11,178.1818181818182
238,14000,Salseiros,,Itajaí,há 2 dias,Endereço Não Informado,SC,GALPÃO/DEPÓSITO/ARMAZÉM EM SALSEIROS,Galpão/Depósito/Armazém em SalseirosGalpão/Depósito/Armazém em Salseiros para aluguel,0.0,0.0,28000.0,0,0,12,5,Galpão/Depósito/Armazém em Salseiros,1,http://www.zapimoveis.com.br/imovel/aluguel-galpao-deposito-armazem--salseiros-itajai-sc-14.000m2-id-2445461040?paginaoferta=105,196000.0,0.0,2,14.0
239,43,São João,88305150,Itajaí,há 17 dias,Rua Altino Werner,SC,CONJUNTO COMERCIAL/SALA EM SÃO JOÃO,Conjunto Comercial/Sala em São JoãoConjunto Comercial/Sala em São João para aluguel,-26.8965195,-48.6753864,0.0,0,0,0,1,Conjunto Comercial/Sala em São João,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-s-joao-itajai-sc-43m2-id-2452034202?paginaoferta=96,1200.0,0.0,17,27.906976744186046
240,53,Centro,88301320,Itajaí,há 13 dias,Rua Samuel Heusi,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9037203,-48.659352,435.0,0,0,1,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-itajai-sc-53m2-id-2444499288?paginaoferta=97,900.0,83.0,13,16.9811320754717
241,340,Centro,88302200,Itajaí,há 17 dias,Rua Uruguai,SC,CASA EM CENTRO,Casa em CentroCasa em Centro para aluguel,0.0,0.0,0.0,8,0,0,1,Casa em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-8-quartos-centro-itajai-sc-340m2-id-2453813015?paginaoferta=95,5500.0,0.0,17,16.176470588235293
242,90,Centro,88301001,Itajaí,há 17 dias,Rua Hercílio Luz,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,-26.9057872,-48.6571762,0.0,0,0,0,1,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao--centro-itajai-sc-90m2-id-2454527406?paginaoferta=95,4000.0,0.0,17,44.44444444444444
243,90,Cordeiros,,Itajaí,há 2 dias,Rua Vereador Nestor dos Santos,SC,CASA EM CORDEIROS,Casa em CordeirosCasa em Cordeiros para aluguel,0.0,0.0,0.0,2,1,2,2,Casa em Cordeiros,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-2-quartos-com-churrasqueira-cordeiros-itajai-sc-90m2-id-2450691178?paginaoferta=99,1700.0,0.0,2,18.88888888888889
244,58,Centro,88301425,Itajaí,há 18 dias,Rua Manoel Vieira Garção,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,-26.90397,-48.657561,336.0,0,0,0,1,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao-centro-itajai-sc-58m2-id-2444920230?paginaoferta=88,1200.0,0.0,18,20.689655172413794
245,37,Praia Brava,88306001,Itajaí,há 17 dias,Avenida Osvaldo Reis,SC,CONJUNTO COMERCIAL/SALA EM PRAIA BRAVA,Conjunto Comercial/Sala em Praia BravaConjunto Comercial/Sala em Praia Brava para aluguel,-26.9368005,-48.6420746,0.0,0,0,1,1,Conjunto Comercial/Sala em Praia Brava,1,http://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala--praia-brava-itajai-sc-37m2-id-2437507173?paginaoferta=84,2300.0,0.0,17,62.16216216216216
