,Area,Bairro,CEP,Cidade,DataAtualizacaoHumanizada,Endereco,Estado,FormatarSubTipoImovel,FormatarSubTipoOferta,Latitude,Longitude,PrecoCondominio,QuantidadeQuartos,QuantidadeSuites,QuantidadeVagas,SubTipo,SubTipoOferta,Tipo,UrlFicha,Valor,ValorIPTU,DataAtualizacaoEmDias,PrecoPorMetro
654,75,Praia Brava,88306822,Itajaí,há 2 dias,Rua Maria das Dores Santos Müller,SC,APARTAMENTO EM PRAIA BRAVA,Apartamento em Praia BravaApartamento em Praia Brava para aluguel,-26.9490855,-48.6319227,457.0,2,1,1,1,Apartamento em Praia Brava,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-praia-brava-itajai-sc-75m2-id-2455626801?paginaoferta=12,2000.0,40.0,2,26.666666666666668
655,87,Centro,88301360,Itajaí,há 3 dias,Rua Tijucas,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9046416,-48.6646655,580.0,3,1,2,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-itajai-sc-87m2-id-2455626934?paginaoferta=12,2500.0,0.0,3,28.735632183908045
656,48,Praia Brava,88306773,Itajaí,há 1 mês,Avenida Osvaldo Reis,SC,CONJUNTO COMERCIAL/SALA EM PRAIA BRAVA,Conjunto Comercial/Sala em Praia BravaConjunto Comercial/Sala em Praia Brava para aluguel,-26.9527972,-48.640324,580.0,0,0,1,2,Conjunto Comercial/Sala em Praia Brava,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala--praia-brava-itajai-sc-48m2-id-2449591156?paginaoferta=7,2200.0,0.0,30,45.833333333333336
657,200,Praia Brava,88306822,Itajaí,há 6 dias,Rua Maria das Dores Santos Müller,SC,CASA EM PRAIA BRAVA,Casa em Praia BravaCasa em Praia Brava para aluguel,0.0,0.0,0.0,4,2,4,1,Casa em Praia Brava,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-4-quartos-com-churrasqueira-praia-brava-itajai-sc-200m2-id-2430235019?paginaoferta=7,5000.0,0.0,6,25.0
658,57,Itaipava,88316605,Itajaí,há 11 dias,Rua Maria de Souza Gonçalves,SC,APARTAMENTO EM ITAIPAVA,Apartamento em ItaipavaApartamento em Itaipava para aluguel,-26.9413257,-48.7474221,218.0,2,0,1,1,Apartamento em Itaipava,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos--itaipava-itajai-sc-57m2-id-2449771390?paginaoferta=7,750.0,0.0,11,13.157894736842104
659,54,Centro,,Itajaí,há 18 dias,Endereço Não Informado,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,0.0,0.0,431.0,0,0,1,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala--centro-itajai-sc-54m2-id-2437087385?paginaoferta=19,1650.0,77.0,18,30.555555555555557
660,110,Fazenda,88306018,Itajaí,há 4 dias,Rua Osvaldo Bertemes,SC,CASA EM FAZENDA,Casa em FazendaCasa em Fazenda para aluguel,-26.9280488,-48.649367,0.0,3,1,1,2,Casa em Fazenda,1,http://www.zapimoveis.com.br/imovel/aluguel-casa-3-quartos-com-churrasqueira-fazenda-itajai-sc-110m2-id-2447923189?paginaoferta=19,2100.0,0.0,4,19.09090909090909
661,180,Praia Brava,88306806,Itajaí,há 17 dias,Rua Delfim Mário Pádua Peixoto,SC,CONJUNTO COMERCIAL/SALA EM PRAIA BRAVA,Conjunto Comercial/Sala em Praia BravaConjunto Comercial/Sala em Praia Brava para aluguel,-26.9536138,-48.6311791,350.0,0,0,0,5,Conjunto Comercial/Sala em Praia Brava,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-praia-brava-itajai-sc-180m2-id-2172795812?paginaoferta=23,5000.0,0.0,17,27.77777777777778
662,27,Praia Brava,88306773,Itajaí,há 6 dias,Avenida Osvaldo Reis,SC,CONJUNTO COMERCIAL/SALA EM PRAIA BRAVA,Conjunto Comercial/Sala em Praia BravaConjunto Comercial/Sala em Praia Brava para aluguel,-26.9533222,-48.6395927,294.0,0,0,1,1,Conjunto Comercial/Sala em Praia Brava,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala--praia-brava-itajai-sc-27m2-id-2455628013?paginaoferta=12,1750.0,0.0,6,64.81481481481481
663,130,Centro,88330374,Balneário Camboriú,há 4 meses,Rua 2700,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9977248,-48.6304801,250.0,3,1,2,2,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos--centro-balneario-camboriu-sc-130m2-id-2326755473?paginaoferta=3,4000.0,98.0,120,30.76923076923077
664,55,Centro,88330299,Balneário Camboriú,há 3 meses,Rua 3146,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9859975,-48.6363818,0.0,2,0,1,5,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-centro-balneario-camboriu-sc-55m2-id-2444744777?paginaoferta=4,1600.0,0.0,90,29.09090909090909
665,90,Pioneiros,88330027,Balneário Camboriú,hoje,Avenida Atlântica,SC,APARTAMENTO EM PIONEIROS,Apartamento em PioneirosApartamento em Pioneiros para aluguel,-27.0029435,-48.618764,0.0,2,1,1,1,Apartamento em Pioneiros,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-pioneiros-balneario-camboriu-sc-90m2-id-2452622292?paginaoferta=4,3500.0,0.0,1,38.888888888888886
666,70,Centro,,Balneário Camboriú,há 8 dias,,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,0.0,0.0,0.0,2,0,1,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-centro-balneario-camboriu-sc-70m2-id-2443783438?paginaoferta=5,1200.0,0.0,8,17.142857142857142
667,129,Centro,88330528,Balneário Camboriú,há 17 dias,Rua Coronel Souza Franco,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9958334,-48.6401744,0.0,4,2,2,2,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-centro-balneario-camboriu-sc-129m2-id-2454314280?paginaoferta=5,800.0,0.0,17,6.2015503875969
668,50,Centro,88330058,Balneário Camboriú,ontem,Avenida Brasil,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,0.0,0.0,0.0,1,0,1,2,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-centro-balneario-camboriu-sc-50m2-id-2454563477?paginaoferta=5,1100.0,0.0,1,22.0
669,130,Centro,88330470,Balneário Camboriú,há 4 dias,Rua 1950,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9907227,-48.6328744,0.0,3,3,0,2,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-centro-balneario-camboriu-sc-130m2-id-2454034603?paginaoferta=6,6000.0,0.0,4,46.15384615384615
670,183,Centro,88330786,Balneário Camboriú,ontem,Rua 1131,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,0.0,0.0,0.0,3,3,2,2,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-balneario-camboriu-sc-183m2-id-2453965328?paginaoferta=6,3000.0,0.0,1,16.39344262295082
671,139,Centro,88330006,Balneário Camboriú,há 6 dias,Avenida Atlântica,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9766904,-48.6354558,0.0,3,1,1,2,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-balneario-camboriu-sc-139m2-id-2452959184?paginaoferta=6,4500.0,0.0,6,32.37410071942446
672,46,Pioneiros,88331085,Balneário Camboriú,há 6 dias,Rua Arthur Max Dôose,SC,CONJUNTO COMERCIAL/SALA EM PIONEIROS,Conjunto Comercial/Sala em PioneirosConjunto Comercial/Sala em Pioneiros para aluguel,-26.9737651,-48.6380228,413.0,0,0,0,1,Conjunto Comercial/Sala em Pioneiros,1,http://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala--pioneiros-balneario-camboriu-sc-46m2-id-2440901575?paginaoferta=6,2500.0,0.0,6,54.34782608695652
673,50,Centro,88330906,Balneário Camboriú,há 4 dias,Avenida Atlântica,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9750663,-48.6354568,0.0,2,0,0,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-centro-balneario-camboriu-sc-50m2-id-2454035230?paginaoferta=6,2000.0,0.0,4,40.0
674,33,Praia dos Amores,88331410,Balneário Camboriú,há 13 dias,Rua Carlos Drummond de Andrade,SC,CONJUNTO COMERCIAL/SALA EM PRAIA DOS AMORES,Conjunto Comercial/Sala em Praia dos AmoresConjunto Comercial/Sala em Praia dos Amores para aluguel,-26.9556797,-48.636566,0.0,0,0,1,1,Conjunto Comercial/Sala em Praia dos Amores,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-praia-dos-amores-balneario-camboriu-sc-33m2-id-2454035099?paginaoferta=7,2000.0,0.0,13,60.60606060606061
675,63,Centro,88330786,Balneário Camboriú,há 4 dias,Rua 1131,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9804236,-48.6384325,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-balneario-camboriu-sc-63m2-id-2454035225?paginaoferta=7,2500.0,0.0,4,39.682539682539684
676,134,Centro,88330795,Balneário Camboriú,há 18 dias,Rua 1301,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9789034,-48.6379848,0.0,3,3,0,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-balneario-camboriu-sc-134m2-id-2454035376?paginaoferta=7,5000.0,0.0,18,37.3134328358209
677,42,Centro,88330643,Balneário Camboriú,há 17 dias,Rua Alvin Bauer,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9873436,-48.6363405,0.0,0,0,0,5,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-balneario-camboriu-sc-42m2-id-2443069110?paginaoferta=7,4000.0,0.0,17,95.23809523809524
678,115,Barra Norte,88330834,Balneário Camboriú,há 4 meses,Rua 2001,SC,APARTAMENTO EM BARRA NORTE,Apartamento em Barra NorteApartamento em Barra Norte para aluguel,-14.235004,-51.92528,600.0,3,0,0,1,Apartamento em Barra Norte,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-norte-balneario-camboriu-sc-115m2-id-2434353057?paginaoferta=7,3700.0,0.0,120,32.17391304347826
679,237,Centro,88330012,Balneário Camboriú,há 11 dias,Avenida Atlântica,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-27.0062002,-48.6043806,0.0,4,4,4,5,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-centro-balneario-camboriu-sc-237m2-id-2445519899?paginaoferta=8,23000.0,0.0,11,97.0464135021097
680,174,Barra Sul,88330100,Balneário Camboriú,há 15 dias,Avenida 3ª Avenida,SC,APARTAMENTO EM BARRA SUL,Apartamento em Barra SulApartamento em Barra Sul para aluguel,-27.0011021,-48.6298351,1400.0,3,3,2,1,Apartamento em Barra Sul,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-churrasqueira-barra-sul-balneario-camboriu-sc-174m2-id-2454737004?paginaoferta=8,14000.0,0.0,15,80.45977011494253
681,120,Centro,88330043,Balneário Camboriú,há 17 dias,Avenida Brasil,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9776003,-48.6367538,900.0,0,0,0,5,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala--centro-balneario-camboriu-sc-120m2-id-2448783574?paginaoferta=8,5200.0,0.0,17,43.333333333333336
682,30,Centro,,Balneário Camboriú,ontem,,SC,QUITINETE EM CENTRO,Quitinete em CentroQuitinete em Centro para aluguel,0.0,0.0,0.0,1,0,0,1,Quitinete em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-quitinete-1-quarto-centro-balneario-camboriu-sc-30m2-id-2454509881?paginaoferta=149,1100.0,0.0,1,36.666666666666664
683,254,Centro,88330798,Balneário Camboriú,há 11 dias,Rua 1401,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9788154,-48.6350946,0.0,3,3,0,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-balneario-camboriu-sc-254m2-id-2455082221?paginaoferta=149,4500.0,0.0,11,17.716535433070867
684,144,Centro,,Balneário Camboriú,há 17 dias,Endereço Não Informado,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,0.0,0.0,1440.0,4,2,3,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-centro-balneario-camboriu-sc-144m2-id-2444527283?paginaoferta=150,8000.0,495.0,17,55.55555555555556
685,70,Barra Norte,88331010,Balneário Camboriú,há 2 meses,Rua Julieta Lins,SC,APARTAMENTO EM BARRA NORTE,Apartamento em Barra NorteApartamento em Barra Norte para aluguel,-26.9712335,-48.6352854,0.0,2,0,0,1,Apartamento em Barra Norte,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-norte-balneario-camboriu-sc-70m2-id-2448880420?paginaoferta=150,2700000.0,0.0,60,38571.42857142857
686,138,Centro,88330668,Balneário Camboriú,há 17 dias,Avenida Central,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9885287,-48.6348111,0.0,3,3,2,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-centro-balneario-camboriu-sc-138m2-id-2449256979?paginaoferta=151,4500.0,0.0,17,32.608695652173914
687,45,Pioneiros,,Balneário Camboriú,há 8 dias,Endereço Não Informado,SC,CONJUNTO COMERCIAL/SALA EM PIONEIROS,Conjunto Comercial/Sala em PioneirosConjunto Comercial/Sala em Pioneiros para aluguel,0.0,0.0,0.0,0,0,1,1,Conjunto Comercial/Sala em Pioneiros,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-pioneiros-balneario-camboriu-sc-45m2-id-2454843094?paginaoferta=152,1600.0,0.0,8,35.55555555555556
688,45,Pioneiros,,Balneário Camboriú,há 13 dias,Endereço Não Informado,SC,CONJUNTO COMERCIAL/SALA EM PIONEIROS,Conjunto Comercial/Sala em PioneirosConjunto Comercial/Sala em Pioneiros para aluguel,0.0,0.0,0.0,0,0,1,1,Conjunto Comercial/Sala em Pioneiros,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-pioneiros-balneario-camboriu-sc-45m2-id-2454844380?paginaoferta=152,1600.0,0.0,13,35.55555555555556
689,33,Barra Norte,,Balneário Camboriú,há 2 dias,Av. do Estado 1771,SC,LOJA/SALÃO EM BARRA NORTE,Loja/Salão em Barra NorteLoja/Salão em Barra Norte para aluguel,0.0,0.0,0.0,0,0,0,1,Loja/Salão em Barra Norte,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao-barra-norte-balneario-camboriu-sc-33m2-id-2428444870?paginaoferta=153,750.0,0.0,2,22.727272727272727
690,140,Pioneiros,,Balneário Camboriú,há 13 dias,Endereço Não Informado,SC,APARTAMENTO EM PIONEIROS,Apartamento em PioneirosApartamento em Pioneiros para aluguel,0.0,0.0,0.0,4,2,2,5,Apartamento em Pioneiros,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-pioneiros-balneario-camboriu-sc-140m2-id-2454843598?paginaoferta=153,5000.0,0.0,13,35.714285714285715
691,71,Centro,,Balneário Camboriú,há 18 dias,Avenida Alvin Bauer,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,0.0,0.0,0.0,0,0,1,1,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao-centro-balneario-camboriu-sc-71m2-id-2428450283?paginaoferta=154,5000.0,0.0,18,70.4225352112676
692,50,Nações,88338315,Balneário Camboriú,há 18 dias,Rua Dinamarca,SC,CONJUNTO COMERCIAL/SALA EM NAÇÕES,Conjunto Comercial/Sala em NaçõesConjunto Comercial/Sala em Nações para aluguel,-26.9868881,-48.6410612,0.0,0,0,0,1,Conjunto Comercial/Sala em Nações,1,http://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-nacoes-balneario-camboriu-sc-50m2-id-2454123705?paginaoferta=154,2000.0,0.0,18,40.0
693,110,Centro,,Balneário Camboriú,há 18 dias,Avenida Alvin Bauer,SC,LOJA/SALÃO EM CENTRO,Loja/Salão em CentroLoja/Salão em Centro para aluguel,0.0,0.0,0.0,0,0,1,1,Loja/Salão em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-loja-salao-centro-balneario-camboriu-sc-110m2-id-2428451881?paginaoferta=155,5500.0,0.0,18,50.0
694,600,Ariribá,88338630,Balneário Camboriú,há 4 dias,Avenida das Arapongas,SC,CASA DE CONDOMÍNIO EM ARIRIBÁ,Casa de Condomínio em AriribáCasa de Condomínio em Ariribá para aluguel,-26.9609232,-48.6505662,0.0,4,3,0,5,Casa de Condomínio em Ariribá,1,http://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-aririba-balneario-camboriu-sc-600m2-id-2454125174?paginaoferta=155,9500.0,0.0,4,15.833333333333334
695,50,Centro,,Balneário Camboriú,há 17 dias,1301,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,0.0,0.0,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-balneario-camboriu-sc-50m2-id-2441417677?paginaoferta=155,2500.0,0.0,17,50.0
696,53,Centro,,Balneário Camboriú,há 17 dias,1301,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,0.0,0.0,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-balneario-camboriu-sc-53m2-id-2441416207?paginaoferta=155,2500.0,0.0,17,47.16981132075472
697,50,Centro,,Balneário Camboriú,há 17 dias,1301,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,0.0,0.0,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-balneario-camboriu-sc-50m2-id-2441416401?paginaoferta=155,2500.0,0.0,17,50.0
698,67,Centro,,Balneário Camboriú,há 17 dias,1301,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,0.0,0.0,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-balneario-camboriu-sc-67m2-id-2441418074?paginaoferta=156,2800.0,0.0,17,41.791044776119406
699,61,Centro,,Balneário Camboriú,há 17 dias,1301,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,0.0,0.0,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-balneario-camboriu-sc-61m2-id-2441418075?paginaoferta=156,2800.0,0.0,17,45.90163934426229
700,61,Centro,,Balneário Camboriú,há 17 dias,1301,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,0.0,0.0,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-balneario-camboriu-sc-61m2-id-2441416396?paginaoferta=156,2800.0,0.0,17,45.90163934426229
701,70,Barra Sul,88336210,Balneário Camboriú,há 15 dias,Rua Edgar Linhares,SC,APARTAMENTO EM BARRA SUL,Apartamento em Barra SulApartamento em Barra Sul para aluguel,-27.0232651,-48.6110754,0.0,2,1,1,1,Apartamento em Barra Sul,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-sul-balneario-camboriu-sc-70m2-id-2453114476?paginaoferta=147,3500.0,0.0,15,50.0
702,70,Barra Sul,88336210,Balneário Camboriú,há 17 dias,Rua Edgar Linhares,SC,APARTAMENTO EM BARRA SUL,Apartamento em Barra SulApartamento em Barra Sul para aluguel,-27.0232651,-48.6110754,0.0,2,1,1,1,Apartamento em Barra Sul,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-sul-balneario-camboriu-sc-70m2-id-2453112522?paginaoferta=147,3500.0,0.0,17,50.0
703,180,Barra Sul,88336210,Balneário Camboriú,há 17 dias,Rua Edgar Linhares,SC,APARTAMENTO EM BARRA SUL,Apartamento em Barra SulApartamento em Barra Sul para aluguel,-27.0232651,-48.6110754,0.0,3,3,2,1,Apartamento em Barra Sul,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-sul-balneario-camboriu-sc-180m2-id-2220385501?paginaoferta=147,12000.0,0.0,17,66.66666666666667
704,143,Centro,88330043,Balneário Camboriú,há 17 dias,Avenida Brasil,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.971663,-48.6348023,0.0,3,3,2,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-balneario-camboriu-sc-143m2-id-2228535809?paginaoferta=148,5800.0,0.0,17,40.55944055944056
705,40,Nações,88338190,Balneário Camboriú,há 4 dias,Rua Panamá,SC,QUITINETE EM NAÇÕES,Quitinete em NaçõesQuitinete em Nações para aluguel,-26.9765022,-48.651863,0.0,1,1,1,1,Quitinete em Nações,1,http://www.zapimoveis.com.br/imovel/aluguel-quitinete-1-quarto-nacoes-balneario-camboriu-sc-40m2-id-2451302300?paginaoferta=148,900.0,0.0,4,22.5
706,70,Centro,,Balneário Camboriú,ontem,Endereço Não Informado,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,0.0,0.0,0.0,2,0,1,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-centro-balneario-camboriu-sc-70m2-id-2452744379?paginaoferta=148,2800.0,0.0,1,40.0
707,50,Centro,88330522,Balneário Camboriú,hoje,Rua 1500,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,0.0,0.0,500.0,0,0,2,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala--centro-balneario-camboriu-sc-50m2-id-2440691691?paginaoferta=148,1500.0,0.0,1,30.0
708,105,Centro,88330194,Balneário Camboriú,há 3 dias,Rua 3750,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-27.0033044,-48.6199894,0.0,3,1,1,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-balneario-camboriu-sc-105m2-id-2439899981?paginaoferta=149,3700.0,0.0,3,35.23809523809524
709,136,Centro,88330484,Balneário Camboriú,há 17 dias,Rua 1822,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-26.9931478,-48.6338366,0.0,3,3,3,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-centro-balneario-camboriu-sc-136m2-id-2439034338?paginaoferta=149,5800.0,0.0,17,42.64705882352941
710,150,Centro,88330188,Balneário Camboriú,há 17 dias,Rua 3900,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-27.0044555,-48.6188091,0.0,3,3,3,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-centro-balneario-camboriu-sc-150m2-id-2435996781?paginaoferta=150,7000.0,0.0,17,46.666666666666664
711,95,Centro,,Balneário Camboriú,ontem,Rua 3000,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,0.0,0.0,0.0,3,1,1,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-balneario-camboriu-sc-95m2-id-2454994180?paginaoferta=150,3100.0,0.0,1,32.63157894736842
712,115,Centro,88330236,Balneário Camboriú,há 1 mês,Rua 3604,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,-14.235004,-51.92528,0.0,2,2,1,1,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-centro-balneario-camboriu-sc-115m2-id-2453046601?paginaoferta=151,2700.0,0.0,30,23.47826086956522
713,155,Centro,,Balneário Camboriú,há 17 dias,Endereço Não Informado,SC,APARTAMENTO EM CENTRO,Apartamento em CentroApartamento em Centro para aluguel,0.0,0.0,0.0,3,1,1,5,Apartamento em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-centro-balneario-camboriu-sc-155m2-id-2453326391?paginaoferta=152,3500.0,0.0,17,22.580645161290324
714,2000,Ariribá,,Balneário Camboriú,há 2 dias,Endereço Não Informado,SC,GALPÃO/DEPÓSITO/ARMAZÉM EM ARIRIBÁ,Galpão/Depósito/Armazém em AriribáGalpão/Depósito/Armazém em Ariribá para aluguel,0.0,0.0,0.0,0,0,15,1,Galpão/Depósito/Armazém em Ariribá,1,"http://www.zapimoveis.com.br/imovel/aluguel-galpao-deposito-armazem-aririba-balneario-camboriu-sc-2,000m2-id-2448428392?paginaoferta=152",65000.0,0.0,2,32.5
715,65,Centro,88330083,Balneário Camboriú,há 17 dias,Avenida 3ª Avenida,SC,CONJUNTO COMERCIAL/SALA EM CENTRO,Conjunto Comercial/Sala em CentroConjunto Comercial/Sala em Centro para aluguel,-26.9916921,-48.63787,0.0,0,0,0,1,Conjunto Comercial/Sala em Centro,1,http://www.zapimoveis.com.br/imovel/aluguel-conjunto-comercial-sala-centro-balneario-camboriu-sc-65m2-id-2225445696?paginaoferta=153,1900.0,219.0,17,29.23076923076923
